data;hora;Número do pedido;Produto;Valor total de itens;forma de pagamento
05/05/2026;22:12:22;0679;Lombo bacon,Filé Completo,2xFilé bacon,2xBatata frita pequena;98,40;Cartão de Crédito
05/05/2026;22:28:46;0230;X-Completo (Padrão),Filé salada;44,80;Cartão de Débito
05/05/2026;22:40:29;0067;Lombo bacon,X-Tudo (Artesanal 150g);38,80;Cartão de Débito
05/05/2026;22:42:59;0659;Frango completo;24,90;Dinheiro
05/05/2026;22:54:17;0359;2xX-Completo (Padrão),Filé salada,Lombo salada,Batata frita pequena;95,50;Pix
05/05/2026;22:57:13;0198;X-Bacon (Artesanal 150g);20,90;Cartão de Débito
05/05/2026;22:58:54;0106;X-Tudo (Padrão),X-Bacon (Padrão),Lombo salada;50,70;Cartão de Débito
05/05/2026;23:04:20;0530;X-Salada (Artesanal 150g),X-Completo (Artesanal 150g),Filé Completo;83,70;Cartão de Crédito
05/05/2026;23:06:51;0709;X-Completo (Artesanal 150g),Molho da casa;27,80;Cartão de Débito
05/05/2026;23:09:29;0308;Frango tudo;17,90;Pix
05/05/2026;23:16:52;0593;Filé salada;19,90;Cartão de Crédito
05/05/2026;23:26:25;0597;X-Tudo (Artesanal 150g);22,90;Cartão de Débito
05/05/2026;23:26:29;0323;X-Tudo (Artesanal 150g),2xFilé tudo,Frango tudo;82,60;Cartão de Crédito
05/05/2026;23:35:20;0702;Cerveja Lata,Lombo bacon,Filé Completo;51,70;Pix
05/05/2026;23:42:57;0481;Lombo tudo;17,90;Pix
05/05/2026;23:57:56;0933;3xX-Salada (Artesanal 150g),X-Salada (Padrão),Cerveja Lata,Filé bacon;128,40;Dinheiro
06/05/2026;18:20:09;0450;Cerveja Lata;6,90;Pix
06/05/2026;18:22:44;0783;Molho da casa,X-Tudo (Padrão);19,80;Pix
06/05/2026;18:22:44;0690;Refrigerante lata,Filé salada,Lombo salada;40,70;Pix
06/05/2026;18:30:15;0986;Batata frita pequena,Lombo completo,2xX-Completo (Artesanal 150g);85,60;Pix
06/05/2026;18:40:08;0003;Lombo completo,X-Completo (Padrão),X-Completo (Artesanal 150g);75,70;Cartão de Débito
06/05/2026;18:44:01;0022;Cerveja Lata,X-Salada (Padrão),X-Tudo (Artesanal 150g);46,70;Pix
06/05/2026;18:47:19;0711;Filé Completo,X-Completo (Artesanal 150g),Refrigerante litro,Refrigerante litro;70,60;Cartão de Crédito
06/05/2026;18:54:05;0373;X-Bacon (Padrão),Lombo tudo,2xFrango bacon,Batata frita pequena;74,50;Pix
06/05/2026;19:05:26;0097;Refrigerante litro,Molho da casa;9,80;Cartão de Débito
06/05/2026;19:09:06;0336;Frango bacon;15,90;Cartão de Débito
06/05/2026;19:09:29;0804;Frango tudo,Frango tudo;35,80;Pix
06/05/2026;19:23:01;0460;Lombo bacon,Lombo salada;32,80;Pix
06/05/2026;19:37:33;0453;2xFilé tudo,Filé tudo,Refrigerante litro;70,60;Pix
06/05/2026;19:40:23;0866;Filé Completo;28,90;Cartão de Débito
06/05/2026;19:55:21;0533;2xX-Bacon (Artesanal 150g),X-Salada (Padrão);58,70;Dinheiro
06/05/2026;19:59:21;0551;2xFrango salada,Batata frita grande,Cerveja Lata;53,60;Cartão de Débito
06/05/2026;20:01:23;0827;X-Tudo (Artesanal 150g);22,90;Pix
06/05/2026;20:02:19;0958;X-Completo (Padrão),Frango completo;49,80;Pix
06/05/2026;20:14:25;0351;2xX-Completo (Artesanal 150g);51,80;Cartão de Débito
06/05/2026;20:24:17;0627;Lombo tudo,Cerveja Lata,X-Bacon (Artesanal 150g);45,70;Pix
06/05/2026;20:44:57;0400;2xX-Tudo (Artesanal 150g),Filé Completo,Filé salada;94,60;Cartão de Crédito
06/05/2026;20:49:26;0152;X-Salada (Artesanal 150g),Frango completo;53,80;Cartão de Crédito
06/05/2026;21:01:49;0758;Lombo tudo;17,90;Cartão de Crédito
06/05/2026;21:13:09;0005;Frango bacon;15,90;Dinheiro
06/05/2026;21:21:04;0038;3xX-Tudo (Artesanal 150g),Frango completo;93,60;Cartão de Crédito
06/05/2026;21:34:22;0313;Frango bacon;15,90;Cartão de Crédito
06/05/2026;21:43:17;0280;Frango bacon;15,90;Cartão de Débito
06/05/2026;21:43:47;0580;Frango salada,Molho de alho;18,80;Pix
06/05/2026;22:07:59;0144;Lombo tudo;17,90;Dinheiro
06/05/2026;22:17:49;0971;Batata frita pequena;8,90;Pix
06/05/2026;22:20:25;0331;Batata frita pequena,Lombo bacon;24,80;Dinheiro
06/05/2026;22:26:11;0622;Cerveja Lata,2xFilé tudo,X-Bacon (Padrão);64,60;Cartão de Débito
06/05/2026;22:30:56;0880;X-Bacon (Padrão),X-Bacon (Padrão),2xX-Salada (Padrão);65,60;Cartão de Débito
06/05/2026;22:31:21;0734;X-Salada (Padrão),X-Tudo (Artesanal 150g);39,80;Cartão de Débito
06/05/2026;22:42:00;0555;Lombo bacon,X-Tudo (Padrão),Molho de alho,Refrigerante lata;39,60;Cartão de Crédito
06/05/2026;22:42:32;0574;2xFrango salada,Lombo completo;58,70;Pix
06/05/2026;22:49:17;0061;Refrigerante lata,X-Salada (Artesanal 150g);32,80;Cartão de Crédito
06/05/2026;23:06:20;0605;X-Tudo (Artesanal 150g),Refrigerante litro,2xLombo bacon,Filé Completo;91,50;Cartão de Débito
06/05/2026;23:08:59;0119;2xBatata frita grande,Filé salada,2xFrango salada;79,50;Cartão de Débito
06/05/2026;23:12:27;0454;2xBatata frita grande;25,80;Cartão de Crédito
06/05/2026;23:13:17;0688;Lombo salada,2xX-Completo (Artesanal 150g);68,70;Cartão de Débito
06/05/2026;23:19:34;0041;Refrigerante lata,Lombo salada,X-Bacon (Artesanal 150g),Filé tudo;62,60;Cartão de Crédito
06/05/2026;23:22:21;0357;Filé tudo;20,90;Cartão de Crédito
06/05/2026;23:27:15;0417;Frango salada,Batata frita pequena,X-Completo (Padrão),Molho da casa;52,60;Pix
06/05/2026;23:28:09;0297;X-Completo (Padrão),Molho de alho;26,80;Pix
06/05/2026;23:38:05;0866;2xBatata frita pequena,Molho de alho,X-Tudo (Artesanal 150g);42,60;Cartão de Crédito
06/05/2026;23:41:23;0445;2xFilé bacon,Lombo bacon,2xMolho da casa;55,50;Cartão de Débito
07/05/2026;18:08:58;0254;Lombo salada,Frango completo;41,80;Cartão de Crédito
07/05/2026;18:12:04;0408;Lombo tudo,Frango salada,Batata frita grande;47,70;Cartão de Débito
07/05/2026;18:15:53;0851;X-Bacon (Artesanal 150g),Molho de alho;22,80;Cartão de Débito
07/05/2026;18:19:18;0326;3xFilé bacon,Filé tudo;74,60;Cartão de Crédito
07/05/2026;18:22:23;0712;Lombo tudo,2xFrango bacon,2xMolho da casa;53,50;Pix
07/05/2026;18:29:11;0491;Lombo salada,2xLombo completo;66,70;Pix
07/05/2026;18:29:17;0291;Frango completo;24,90;Pix
07/05/2026;18:38:32;0868;2xMolho de alho,3xBatata frita grande,X-Salada (Padrão);59,40;Dinheiro
07/05/2026;18:38:41;0360;Molho da casa,X-Tudo (Artesanal 150g),Refrigerante litro;32,70;Cartão de Crédito
07/05/2026;18:40:30;0816;2xCerveja Lata,Filé bacon,Batata frita grande,X-Tudo (Artesanal 150g);67,50;Cartão de Débito
07/05/2026;18:50:45;0202;Lombo completo,Lombo salada,Frango salada,Refrigerante lata;62,60;Cartão de Crédito
07/05/2026;18:58:50;0201;Filé Completo,X-Tudo (Padrão),Refrigerante lata,2xX-Completo (Padrão);100,50;Pix
07/05/2026;19:09:20;0084;Lombo bacon,Lombo tudo,X-Completo (Padrão),Frango completo;83,60;Cartão de Débito
07/05/2026;19:19:52;0718;X-Tudo (Artesanal 150g),Filé bacon,Filé tudo,Lombo salada;78,60;Cartão de Crédito
07/05/2026;19:22:22;0268;Refrigerante litro,Lombo salada;24,80;Pix
07/05/2026;19:25:47;0900;Frango bacon,3xX-Salada (Padrão),Batata frita pequena,Filé Completo;104,40;Cartão de Débito
07/05/2026;19:32:17;0367;2xFrango completo,X-Completo (Padrão),X-Salada (Padrão),X-Bacon (Artesanal 150g);112,50;Pix
07/05/2026;19:34:33;0155;2xFrango tudo,2xMolho da casa;39,60;Pix
07/05/2026;19:35:53;0558;Frango salada;16,90;Cartão de Débito
07/05/2026;19:39:53;0886;Lombo bacon,X-Completo (Artesanal 150g),Filé Completo,Batata frita grande;83,60;Cartão de Crédito
07/05/2026;19:40:13;0214;2xFilé tudo,Refrigerante litro,Lombo completo;74,60;Pix
07/05/2026;19:47:04;0477;Filé tudo,Molho de alho;22,80;Pix
07/05/2026;19:55:15;0397;X-Tudo (Artesanal 150g),Batata frita pequena,Frango bacon,Lombo tudo;65,60;Cartão de Crédito
07/05/2026;20:04:28;0837;Lombo salada,X-Completo (Padrão),Lombo tudo,Batata frita grande;72,60;Cartão de Débito
07/05/2026;20:06:33;0764;Frango salada,X-Completo (Padrão);41,80;Cartão de Débito
07/05/2026;20:23:02;0328;Frango bacon;15,90;Dinheiro
07/05/2026;20:25:42;0639;Refrigerante lata,Molho da casa;5,80;Cartão de Débito
07/05/2026;20:30:07;0073;Lombo completo,Refrigerante litro,X-Bacon (Padrão),Filé salada;68,60;Pix
07/05/2026;20:40:18;0061;X-Bacon (Artesanal 150g),Molho de alho,Frango tudo;40,70;Cartão de Débito
07/05/2026;20:44:35;0746;3xX-Completo (Padrão),Refrigerante lata;78,60;Cartão de Débito
07/05/2026;20:53:22;0565;Frango salada;16,90;Cartão de Crédito
07/05/2026;21:01:44;0681;X-Bacon (Artesanal 150g),Molho de alho;22,80;Cartão de Débito
07/05/2026;21:10:34;0045;X-Salada (Padrão),Filé tudo;37,80;Pix
07/05/2026;21:18:39;0547;2xFrango salada,X-Salada (Artesanal 150g);62,70;Cartão de Crédito
07/05/2026;21:20:00;0838;Batata frita pequena,3xLombo bacon,X-Completo (Artesanal 150g),Filé salada;102,40;Pix
07/05/2026;21:20:10;0877;Molho de alho,Molho da casa,Filé Completo;32,70;Cartão de Crédito
07/05/2026;21:27:49;0474;Batata frita grande;12,90;Pix
07/05/2026;21:30:47;0535;2xLombo salada,Frango salada,Frango completo,Batata frita pequena;84,50;Dinheiro
07/05/2026;21:38:25;0722;2xLombo bacon,Filé tudo,Lombo salada,X-Completo (Padrão);94,50;Cartão de Crédito
07/05/2026;21:44:08;0770;2xX-Tudo (Padrão),Molho de alho,Lombo tudo,Lombo completo;80,50;Dinheiro
07/05/2026;21:44:29;0290;Filé salada,Filé tudo;40,80;Cartão de Crédito
07/05/2026;21:47:24;0878;Refrigerante litro,Refrigerante litro,X-Tudo (Padrão),Molho de alho;35,60;Pix
07/05/2026;21:51:41;0087;2xBatata frita pequena,Filé Completo,Batata frita pequena,X-Salada (Artesanal 150g);84,50;Pix
07/05/2026;21:51:46;0771;Refrigerante lata,Refrigerante lata,Frango tudo;25,70;Cartão de Débito
07/05/2026;21:52:50;0043;Frango bacon,Cerveja Lata;22,80;Dinheiro
07/05/2026;22:00:08;0926;Lombo completo,Frango tudo;42,80;Pix
07/05/2026;22:02:54;0615;Molho da casa,2xX-Completo (Padrão),X-Tudo (Artesanal 150g),Refrigerante lata;78,50;Cartão de Débito
07/05/2026;22:09:41;0942;Molho da casa,2xFilé salada,3xX-Bacon (Artesanal 150g);104,40;Pix
07/05/2026;22:13:12;0133;Lombo completo,Cerveja Lata,Frango bacon,3xFrango bacon;95,40;Pix
07/05/2026;22:17:14;0363;Frango tudo;17,90;Cartão de Crédito
07/05/2026;22:33:24;0559;Molho de alho,Batata frita pequena,2xRefrigerante litro;26,60;Cartão de Débito
07/05/2026;22:33:26;0456;X-Tudo (Padrão);17,90;Pix
07/05/2026;22:37:05;0516;2xFilé tudo,Filé Completo;70,70;Cartão de Crédito
07/05/2026;22:44:32;0934;X-Bacon (Artesanal 150g),Refrigerante lata,Lombo completo,Refrigerante lata;53,60;Cartão de Débito
07/05/2026;22:53:31;0790;Cerveja Lata;6,90;Cartão de Crédito
07/05/2026;23:03:29;0614;X-Completo (Padrão),2xBatata frita grande,Lombo tudo;68,60;Cartão de Débito
07/05/2026;23:05:07;0756;Batata frita pequena,Batata frita grande,2xX-Salada (Artesanal 150g),2xFilé tudo;121,40;Pix
07/05/2026;23:24:13;0421;Lombo tudo,2xBatata frita grande,Lombo tudo;61,60;Dinheiro
07/05/2026;23:32:15;0165;Molho de alho,Lombo bacon,X-Completo (Padrão),Refrigerante litro;50,60;Dinheiro
07/05/2026;23:32:19;0631;2xX-Completo (Artesanal 150g),X-Bacon (Artesanal 150g);72,70;Pix
07/05/2026;23:42:29;0882;2xMolho de alho;3,80;Pix
07/05/2026;23:56:03;0568;Lombo salada,Frango tudo;34,80;Cartão de Crédito
08/05/2026;18:04:15;0586;Molho da casa,Lombo bacon,X-Tudo (Artesanal 150g),3xX-Salada (Artesanal 150g);127,40;Pix
08/05/2026;18:17:08;0264;Filé tudo,Frango salada,2xX-Bacon (Artesanal 150g),Batata frita pequena;88,50;Cartão de Débito
08/05/2026;18:24:45;0070;Lombo completo,X-Salada (Padrão),2xFrango salada;75,60;Cartão de Crédito
08/05/2026;18:28:22;0885;Refrigerante litro;7,90;Cartão de Débito
08/05/2026;18:29:34;0818;Cerveja Lata,X-Salada (Artesanal 150g),Refrigerante litro,Filé salada;63,60;Pix
08/05/2026;18:43:24;0797;Lombo tudo,Refrigerante lata;21,80;Cartão de Crédito
08/05/2026;19:01:53;0809;Batata frita grande;12,90;Cartão de Débito
08/05/2026;19:02:41;0379;Refrigerante litro,Frango bacon,Cerveja Lata;30,70;Pix
08/05/2026;19:05:18;0259;Refrigerante lata,2xBatata frita grande;29,70;Pix
08/05/2026;19:06:48;0472;Refrigerante lata;3,90;Cartão de Débito
08/05/2026;19:08:16;0540;Lombo completo,X-Bacon (Artesanal 150g),Frango tudo;63,70;Cartão de Débito
08/05/2026;19:12:45;0852;Filé salada,Frango completo,Frango bacon,X-Tudo (Artesanal 150g);83,60;Pix
08/05/2026;19:16:12;0368;2xFrango salada,Lombo salada;50,70;Pix
08/05/2026;19:16:51;0596;X-Tudo (Artesanal 150g),Lombo bacon;38,80;Cartão de Crédito
08/05/2026;19:35:40;0436;Frango salada,Molho de alho,Filé tudo,Lombo completo;64,60;Pix
08/05/2026;19:40:02;0626;Batata frita grande;12,90;Cartão de Crédito
08/05/2026;19:42:57;0189;Batata frita grande,Molho da casa,2xFrango tudo,Frango completo;75,50;Cartão de Débito
08/05/2026;19:43:23;0722;Filé bacon,Refrigerante lata,Refrigerante litro,Refrigerante lata;33,60;Cartão de Débito
08/05/2026;19:49:38;0681;3xX-Salada (Artesanal 150g),X-Tudo (Artesanal 150g);109,60;Pix
08/05/2026;19:50:36;0125;X-Completo (Padrão),2xX-Completo (Padrão);74,70;Pix
08/05/2026;19:50:57;0135;Frango bacon,Refrigerante lata,Refrigerante lata;23,70;Cartão de Débito
08/05/2026;19:53:24;0078;Lombo tudo,X-Bacon (Artesanal 150g),Molho da casa,Frango tudo;58,60;Pix
08/05/2026;19:53:51;0748;Frango completo;24,90;Cartão de Crédito
08/05/2026;19:55:16;0173;2xFrango bacon,Molho da casa;33,70;Cartão de Crédito
08/05/2026;20:02:21;0641;Lombo bacon,Cerveja Lata,Molho da casa,Cerveja Lata;31,60;Pix
08/05/2026;20:02:51;0524;Batata frita grande,Filé bacon,X-Completo (Padrão),X-Completo (Padrão);80,60;Cartão de Crédito
08/05/2026;20:10:43;0066;2xX-Completo (Padrão),Frango bacon,Lombo tudo,X-Salada (Padrão);100,50;Cartão de Crédito
08/05/2026;20:11:38;0306;2xFilé Completo,3xX-Bacon (Padrão),Batata frita pequena,Filé bacon;132,30;Pix
08/05/2026;20:19:03;0783;Lombo salada,Cerveja Lata,2xMolho de alho;27,60;Dinheiro
08/05/2026;20:34:36;0437;Refrigerante lata,Molho da casa;5,80;Cartão de Débito
08/05/2026;20:46:26;0173;X-Bacon (Padrão),X-Salada (Artesanal 150g),Filé tudo,Filé salada;85,60;Cartão de Débito
08/05/2026;20:47:34;0507;X-Salada (Artesanal 150g),X-Completo (Padrão),2xX-Tudo (Padrão);89,60;Pix
08/05/2026;20:52:51;0503;2xLombo salada,X-Tudo (Padrão),X-Salada (Padrão),2xMolho da casa;72,40;Pix
08/05/2026;20:58:19;0120;Frango bacon,Lombo bacon;31,80;Pix
08/05/2026;20:59:28;0294;2xX-Bacon (Padrão),X-Tudo (Padrão);49,70;Pix
08/05/2026;21:15:19;0326;Frango completo;24,90;Cartão de Débito
08/05/2026;21:17:11;0778;2xLombo salada,X-Salada (Artesanal 150g),Frango tudo;80,60;Pix
08/05/2026;21:21:38;0676;X-Bacon (Padrão);15,90;Pix
08/05/2026;21:24:14;0111;Filé bacon,X-Salada (Artesanal 150g),2xRefrigerante litro,Frango tudo;80,50;Pix
08/05/2026;21:33:33;0786;2xCerveja Lata;13,80;Dinheiro
08/05/2026;21:36:16;0367;Batata frita pequena,2xX-Bacon (Padrão),Refrigerante litro,Cerveja Lata;55,50;Pix
08/05/2026;21:41:51;0698;Molho de alho,Frango salada;18,80;Cartão de Crédito
08/05/2026;21:48:36;0435;2xFrango salada,2xMolho da casa;37,60;Cartão de Débito
08/05/2026;21:55:26;0725;Frango tudo;17,90;Cartão de Débito
08/05/2026;21:55:46;0247;2xX-Salada (Artesanal 150g),X-Salada (Artesanal 150g),Batata frita grande,Filé Completo;128,50;Cartão de Débito
08/05/2026;21:58:11;0914;Molho da casa,Batata frita grande,Lombo completo;39,70;Cartão de Débito
08/05/2026;22:01:52;0116;Frango tudo;17,90;Dinheiro
08/05/2026;22:04:13;0218;Frango bacon,Frango tudo,Molho da casa;35,70;Pix
08/05/2026;22:18:27;0564;Lombo bacon,Batata frita pequena,Filé salada,Batata frita grande;57,60;Cartão de Crédito
08/05/2026;22:24:28;0552;Lombo tudo;17,90;Cartão de Crédito
08/05/2026;22:28:34;0152;X-Tudo (Padrão),Filé Completo,Lombo tudo,2xFrango completo;114,50;Pix
08/05/2026;22:29:28;0181;Frango bacon,Lombo bacon,X-Salada (Padrão);48,70;Pix
08/05/2026;22:33:36;0412;X-Bacon (Artesanal 150g),Filé bacon,Filé tudo,2xRefrigerante litro;75,50;Pix
08/05/2026;22:41:02;0989;Lombo tudo;17,90;Pix
08/05/2026;22:56:49;0424;Batata frita grande;12,90;Cartão de Crédito
08/05/2026;22:58:19;0159;Frango bacon,X-Bacon (Padrão),Lombo tudo;49,70;Dinheiro
08/05/2026;23:02:30;0526;Molho de alho,X-Tudo (Padrão),Filé salada,X-Bacon (Artesanal 150g);60,60;Dinheiro
08/05/2026;23:03:13;0303;2xCerveja Lata;13,80;Cartão de Débito
08/05/2026;23:07:13;0735;2xFrango bacon;31,80;Pix
08/05/2026;23:08:22;0138;2xFilé Completo;57,80;Pix
08/05/2026;23:15:36;0204;Batata frita pequena,X-Completo (Padrão);33,80;Cartão de Crédito
08/05/2026;23:15:51;0456;Batata frita pequena,Filé tudo,X-Bacon (Artesanal 150g);50,70;Pix
08/05/2026;23:18:00;0664;X-Completo (Padrão),Frango bacon,X-Tudo (Padrão),X-Bacon (Artesanal 150g);79,60;Pix
08/05/2026;23:21:01;0848;X-Bacon (Padrão);15,90;Cartão de Crédito
08/05/2026;23:29:16;0737;Batata frita pequena,Filé salada,X-Bacon (Artesanal 150g);49,70;Pix
08/05/2026;23:35:03;0072;2xX-Completo (Artesanal 150g),X-Salada (Artesanal 150g);80,70;Pix
09/05/2026;18:07:00;0040;Refrigerante litro,Filé Completo,2xRefrigerante litro;52,60;Pix
09/05/2026;18:16:37;0687;Lombo salada;16,90;Pix
09/05/2026;18:17:20;0959;3xFilé Completo,X-Completo (Padrão),Filé Completo,Lombo salada;157,40;Cartão de Débito
09/05/2026;18:26:20;0432;Cerveja Lata,Refrigerante litro,Lombo bacon,Filé salada;50,60;Cartão de Crédito
09/05/2026;18:33:42;0065;X-Salada (Padrão),Filé tudo;37,80;Dinheiro
09/05/2026;18:38:23;0091;Batata frita grande,Frango completo;37,80;Pix
09/05/2026;18:44:09;0301;Frango completo,Cerveja Lata;31,80;Cartão de Crédito
09/05/2026;18:45:30;0287;3xX-Salada (Padrão),Frango tudo;68,60;Cartão de Crédito
09/05/2026;18:47:49;0545;Frango bacon,Frango completo;40,80;Cartão de Crédito
09/05/2026;18:52:07;0961;2xBatata frita pequena,Filé salada,Refrigerante lata;41,60;Pix
09/05/2026;18:54:19;0054;2xBatata frita grande,X-Bacon (Padrão);41,70;Pix
09/05/2026;18:57:51;0369;Molho de alho,Cerveja Lata;8,80;Dinheiro
09/05/2026;19:04:41;0204;2xX-Salada (Padrão),2xLombo tudo;69,60;Dinheiro
09/05/2026;19:07:42;0877;X-Completo (Padrão),X-Completo (Artesanal 150g),2xFrango salada,Lombo completo;109,50;Pix
09/05/2026;19:19:36;0538;Lombo salada,Molho da casa;18,80;Dinheiro
09/05/2026;19:24:20;0521;Filé tudo,X-Bacon (Artesanal 150g);41,80;Cartão de Crédito
09/05/2026;19:26:41;0823;X-Bacon (Padrão),Molho da casa;17,80;Cartão de Débito
09/05/2026;19:28:03;0337;Filé salada,Lombo bacon,X-Bacon (Artesanal 150g);56,70;Cartão de Débito
09/05/2026;19:28:43;0232;Filé bacon,Batata frita grande,X-Salada (Padrão),Lombo tudo;65,60;Cartão de Crédito
09/05/2026;19:29:59;0088;X-Completo (Padrão);24,90;Cartão de Débito
09/05/2026;19:30:44;0453;X-Tudo (Padrão),X-Bacon (Artesanal 150g);38,80;Pix
09/05/2026;19:50:16;0196;X-Bacon (Artesanal 150g),X-Completo (Artesanal 150g),Frango tudo;64,70;Cartão de Crédito
09/05/2026;19:52:18;0772;X-Completo (Artesanal 150g),Batata frita pequena,2xFilé Completo,Batata frita grande;105,50;Pix
09/05/2026;19:56:42;0753;3xCerveja Lata,Batata frita grande,Filé salada,X-Tudo (Artesanal 150g);76,40;Pix
09/05/2026;19:58:13;0238;Frango salada,Molho da casa,X-Tudo (Artesanal 150g);41,70;Pix
09/05/2026;20:02:18;0411;X-Bacon (Artesanal 150g),Lombo bacon,X-Salada (Padrão),X-Salada (Padrão);70,60;Cartão de Crédito
09/05/2026;20:11:27;0366;Filé salada,2xCerveja Lata,Frango salada,X-Completo (Artesanal 150g);76,50;Pix
09/05/2026;20:13:54;0711;Frango bacon,2xX-Completo (Padrão);65,70;Pix
09/05/2026;20:23:21;0766;Lombo completo,Batata frita grande,Frango completo,Cerveja Lata;69,60;Pix
09/05/2026;20:24:29;0370;Filé salada,Frango bacon;35,80;Cartão de Crédito
09/05/2026;20:39:10;0393;2xRefrigerante lata,3xFrango tudo,Molho de alho;63,40;Dinheiro
09/05/2026;20:40:14;0064;X-Bacon (Padrão),Frango tudo;33,80;Cartão de Débito
09/05/2026;20:40:52;0616;Frango tudo;17,90;Pix
09/05/2026;20:45:44;0140;X-Salada (Padrão),2xCerveja Lata;30,70;Cartão de Crédito
09/05/2026;20:46:42;0680;X-Bacon (Padrão),Lombo completo,2xFilé tudo,Filé salada;102,50;Cartão de Crédito
09/05/2026;21:11:58;0175;Filé bacon,Frango bacon;33,80;Cartão de Crédito
09/05/2026;21:19:25;0812;X-Tudo (Padrão),2xX-Bacon (Artesanal 150g),Batata frita grande;72,60;Cartão de Débito
09/05/2026;21:28:20;0073;Batata frita grande,X-Salada (Artesanal 150g),Refrigerante litro,X-Bacon (Artesanal 150g);70,60;Dinheiro
09/05/2026;21:31:55;0956;Molho da casa,X-Bacon (Artesanal 150g),Lombo completo;47,70;Cartão de Crédito
09/05/2026;21:41:40;0692;Refrigerante litro,Lombo completo,X-Tudo (Artesanal 150g);55,70;Cartão de Crédito
09/05/2026;21:43:36;0595;2xBatata frita pequena,X-Tudo (Padrão);35,70;Cartão de Débito
09/05/2026;21:46:14;0789;Filé tudo;20,90;Pix
09/05/2026;22:04:09;0746;Batata frita grande,Lombo bacon,X-Completo (Artesanal 150g),Lombo bacon;70,60;Cartão de Débito
09/05/2026;22:04:41;0228;Frango tudo,X-Salada (Artesanal 150g);46,80;Cartão de Débito
09/05/2026;22:10:13;0658;Refrigerante lata,Lombo completo,2xFrango tudo;64,60;Cartão de Débito
09/05/2026;22:12:40;0300;Cerveja Lata,2xBatata frita pequena,Frango completo,X-Tudo (Padrão);67,50;Pix
09/05/2026;22:16:57;0240;X-Salada (Padrão),X-Completo (Padrão),Frango salada;58,70;Cartão de Crédito
09/05/2026;22:17:42;0501;Batata frita pequena,Filé Completo;37,80;Cartão de Débito
09/05/2026;22:19:21;0938;2xFilé salada,Filé tudo;60,70;Cartão de Crédito
09/05/2026;22:25:54;0844;Filé Completo,Filé tudo;49,80;Cartão de Crédito
09/05/2026;22:35:05;0796;Frango salada,Filé bacon;34,80;Pix
09/05/2026;22:56:05;0359;Molho de alho;1,90;Pix
09/05/2026;23:00:18;0338;Lombo salada,Frango completo,2xX-Tudo (Artesanal 150g),2xX-Salada (Padrão);121,40;Pix
09/05/2026;23:01:21;0671;X-Tudo (Padrão),Refrigerante lata,2xX-Salada (Padrão),Batata frita grande;68,50;Cartão de Crédito
09/05/2026;23:10:12;0542;X-Salada (Padrão);16,90;Cartão de Débito
09/05/2026;23:22:18;0434;Filé tudo,3xLombo salada,Lombo bacon,Filé tudo;108,40;Pix
09/05/2026;23:47:33;0342;Frango tudo,X-Completo (Padrão);42,80;Dinheiro
09/05/2026;23:49:10;0774;Lombo salada,Frango salada,Lombo completo;58,70;Cartão de Crédito
09/05/2026;23:49:25;0387;X-Completo (Padrão);24,90;Cartão de Crédito
09/05/2026;23:51:42;0800;2xFrango completo,Filé bacon,Frango salada;84,60;Dinheiro
09/05/2026;23:52:10;0777;Frango completo;24,90;Cartão de Crédito
09/05/2026;23:53:28;0693;X-Salada (Padrão);16,90;Cartão de Crédito
09/05/2026;23:54:49;0393;Molho da casa,2xX-Completo (Padrão),Molho da casa,Frango salada;70,50;Pix
09/05/2026;23:56:33;0520;3xMolho da casa,3xFrango bacon,Refrigerante lata,2xMolho da casa;61,10;Cartão de Débito
10/05/2026;18:10:16;0663;Molho da casa,X-Bacon (Artesanal 150g);22,80;Pix
10/05/2026;18:22:28;0224;Lombo salada,X-Salada (Padrão),Frango tudo,3xX-Completo (Artesanal 150g);129,40;Cartão de Crédito
10/05/2026;18:22:47;0147;X-Tudo (Padrão),Molho da casa;19,80;Cartão de Crédito
10/05/2026;18:30:04;0715;Filé bacon,X-Bacon (Artesanal 150g);38,80;Cartão de Débito
10/05/2026;18:37:11;0686;2xLombo bacon,Filé salada;51,70;Pix
10/05/2026;18:43:44;0878;2xFrango bacon;31,80;Cartão de Crédito
10/05/2026;18:47:13;0796;2xX-Tudo (Padrão),X-Salada (Padrão);52,70;Cartão de Crédito
10/05/2026;19:05:49;0887;X-Bacon (Padrão),Filé Completo;44,80;Pix
10/05/2026;19:10:42;0513;Molho de alho,Lombo salada,X-Completo (Padrão);43,70;Cartão de Crédito
10/05/2026;19:11:06;0815;Batata frita pequena,X-Bacon (Padrão);24,80;Pix
10/05/2026;19:12:04;0180;Molho da casa;1,90;Cartão de Débito
10/05/2026;19:15:45;0211;Filé bacon;17,90;Cartão de Crédito
10/05/2026;19:16:24;0338;Batata frita pequena,X-Salada (Padrão),X-Tudo (Artesanal 150g);48,70;Dinheiro
10/05/2026;19:22:29;0706;Batata frita grande,Frango completo;37,80;Pix
10/05/2026;19:23:06;0482;2xX-Completo (Artesanal 150g),2xX-Completo (Padrão),X-Bacon (Artesanal 150g),Lombo tudo;140,40;Pix
10/05/2026;19:24:01;0807;Lombo salada;16,90;Pix
10/05/2026;19:48:41;0504;2xLombo tudo,Lombo tudo;53,70;Pix
10/05/2026;19:49:02;0508;Frango salada,Frango salada;33,80;Pix
